EmployeeID,Gender,Age,IndigenousIdentity,DisabilityStatus,Role,WARegion,EmploymentType,Status,CommencementDate,SeparationDate,FTE
ED100681,Male,38,No,No,Teacher,South Metro,Permanent Full-Time,Active,2017-01-30,,1.0
ED100682,Female,25,No,No,Teacher,South West,Permanent Part-Time,Active,2025-01-06,,0.6
ED100683,Male,50,No,No,Principal,North Metro,Permanent Full-Time,Active,2007-08-10,,1.0
ED100684,Female,34,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2018-11-25,,0.6
ED100685,Female,45,No,No,Lead Teacher,Pilbara,Permanent Full-Time,Active,2026-01-09,,1.0
ED100686,Female,39,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2014-10-07,,1.0
ED100687,Female,54,No,No,Teacher,South West,Permanent Full-Time,Active,2025-04-24,,1.0
ED100688,Male,42,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2025-04-19,,1.0
ED100689,Female,43,No,No,Teacher,South Metro,Permanent Full-Time,Active,2012-06-21,,1.0
ED100690,Male,49,No,No,Teacher,North Metro,Fixed Term,Active,2011-10-14,,1.0
ED100691,Female,67,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2011-08-29,2013-10-11,1.0
ED100692,Male,54,No,No,Teacher,Goldfields,Permanent Full-Time,Terminated,2022-05-08,2026-01-15,1.0
ED100693,Female,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-08-21,,1.0
ED100694,Male,44,No,No,Teacher,Pilbara,Permanent Part-Time,Active,2013-08-17,,0.6
ED100695,Male,37,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2013-04-14,,1.0
ED100696,Male,32,No,No,Teacher,South Metro,Permanent Full-Time,Active,2018-08-13,,1.0
ED100697,Female,37,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2013-01-10,,1.0
ED100698,Male,34,No,No,Teacher,Great Southern,Fixed Term,Active,2020-07-07,,1.0
ED100699,Female,51,No,No,Teacher,North Metro,Permanent Full-Time,Active,2008-11-29,,1.0
ED100700,Female,31,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-05-12,,1.0
ED100701,Female,59,No,No,Teacher,South Metro,Permanent Part-Time,Active,1991-07-07,,0.6
ED100702,Female,53,No,No,Teacher,South Metro,Permanent Full-Time,Terminated,2020-07-25,2021-07-22,1.0
ED100703,Male,44,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-07-12,,1.0
ED100704,Female,44,No,No,Teacher,South West,Permanent Full-Time,Active,2013-07-28,,1.0
ED100705,Female,37,Yes,No,School Administrator,North Metro,Casual,Active,2024-08-03,,0.2
ED100706,Female,47,No,No,Teacher,South West,Permanent Full-Time,Active,2015-09-25,,1.0
ED100707,Female,57,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2008-02-05,,1.0
ED100708,Female,35,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2020-05-09,,1.0
ED100709,Female,25,No,Yes,Deputy Principal,South West,Fixed Term,Terminated,2022-09-03,2023-08-24,1.0
ED100710,Female,52,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,1997-09-12,,1.0
ED100711,Female,47,No,No,Lead Teacher,Great Southern,Permanent Full-Time,Terminated,2008-07-03,2014-06-17,1.0
ED100712,Male,30,No,No,Teacher,South Metro,Fixed Term,Active,2024-07-28,,1.0
ED100713,Male,35,No,No,Teacher,South West,Casual,Active,2024-12-08,,0.2
ED100714,Male,33,No,No,Teacher,Goldfields,Permanent Part-Time,Active,2015-02-24,,0.6
ED100715,Female,35,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2020-05-25,,1.0
ED100716,Female,40,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2024-11-19,,1.0
ED100717,Female,40,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2010-01-14,,1.0
ED100718,Female,36,No,No,Teacher,North Metro,Permanent Part-Time,Active,2022-02-01,,0.6
ED100719,Female,34,No,No,Education Assistant,North Metro,Permanent Part-Time,Terminated,2022-02-11,2024-07-28,0.6
ED100720,Female,41,No,No,School Administrator,North Metro,Fixed Term,Active,2013-08-01,,1.0
ED100721,Female,46,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-06-25,,1.0
ED100722,Female,40,No,No,Teacher,Mid West,Permanent Part-Time,Active,2017-05-03,,0.6
ED100723,Male,57,No,No,Education Assistant,North Metro,Fixed Term,Active,2023-03-16,,1.0
ED100724,Female,50,No,No,Lead Teacher,North Metro,Fixed Term,Terminated,2021-03-21,2023-05-19,1.0
ED100725,Female,24,No,No,Education Assistant,South Metro,Permanent Part-Time,Terminated,2024-12-30,2025-09-11,0.6
ED100726,Female,50,No,No,Teacher,North Metro,Permanent Part-Time,Active,2019-09-15,,0.6
ED100727,Female,51,No,No,Education Assistant,North Metro,Permanent Full-Time,Terminated,2014-05-13,2021-03-04,1.0
ED100728,Female,38,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-10-30,,1.0
ED100729,Female,26,No,No,Teacher,South West,Permanent Full-Time,Terminated,2021-09-11,2026-05-09,1.0
ED100730,Female,44,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2007-09-27,,1.0
ED100731,Male,43,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2025-02-01,,1.0
ED100732,Male,30,Yes,No,Principal,Goldfields,Permanent Full-Time,Terminated,2023-05-07,2026-01-04,1.0
ED100733,Female,26,No,No,Teacher,South Metro,Permanent Part-Time,Active,2021-08-23,,0.6
ED100734,Female,42,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2006-06-17,,1.0
ED100735,Female,41,No,No,Education Assistant,Goldfields,Permanent Full-Time,Active,2014-05-03,,1.0
ED100736,Male,38,No,No,Teacher,South Metro,Permanent Full-Time,Active,2022-01-28,,1.0
ED100737,Female,42,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2017-07-11,,1.0
ED100738,Female,30,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-03-12,,1.0
ED100739,Female,38,No,No,Teacher,South Metro,Casual,Active,2023-07-15,,0.2
ED100740,Female,50,No,No,Teacher,South West,Permanent Full-Time,Active,2004-07-12,,1.0
ED100741,Male,39,No,No,Teacher,South Metro,Permanent Full-Time,Active,2017-10-24,,1.0
ED100742,Female,23,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2024-08-10,,1.0
ED100743,Female,38,No,No,Teacher,Great Southern,Permanent Part-Time,Terminated,2019-04-03,2022-02-23,0.6
ED100744,Female,31,No,No,Teacher,North Metro,Permanent Part-Time,Active,2023-01-10,,0.6
ED100745,Female,47,No,No,Aboriginal Education Officer,Kimberley,Permanent Full-Time,Active,2013-09-13,,1.0
ED100746,Male,47,No,No,Teacher,Goldfields,Fixed Term,Active,2008-12-07,,1.0
ED100747,Male,24,No,No,Teacher,Great Southern,Fixed Term,Active,2025-09-02,,1.0
ED100748,Female,53,No,No,Aboriginal Education Officer,Great Southern,Permanent Full-Time,Active,2018-06-27,,1.0
ED100749,Female,30,No,No,Lead Teacher,Goldfields,Permanent Full-Time,Terminated,2018-09-20,2021-12-08,1.0
ED100750,Female,62,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2020-07-11,2022-09-15,1.0
ED100751,Female,43,No,No,School Administrator,Mid West,Permanent Full-Time,Active,2008-08-01,,1.0
ED100752,Female,29,No,No,Lead Teacher,North Metro,Fixed Term,Active,2019-09-30,,1.0
ED100753,Female,30,Yes,No,Teacher,Mid West,Permanent Full-Time,Active,2019-07-25,,1.0
ED100754,Female,48,No,No,Teacher,South West,Permanent Full-Time,Active,2002-06-13,,1.0
ED100755,Female,39,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2025-08-16,,1.0
ED100756,Female,42,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2022-07-18,,1.0
ED100757,Male,63,No,No,Teacher,South Metro,Fixed Term,Active,2008-04-05,,1.0
ED100758,Female,35,No,No,Aboriginal Education Officer,South Metro,Permanent Full-Time,Active,2023-04-15,,1.0
ED100759,Female,44,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2006-11-17,,1.0
ED100760,Female,61,No,No,Teacher,Pilbara,Permanent Part-Time,Active,2004-09-09,,0.6
ED100761,Female,47,No,No,Teacher,South West,Permanent Full-Time,Active,2017-08-09,,1.0
ED100762,Female,24,No,No,Teacher,South West,Permanent Full-Time,Terminated,2024-05-12,2025-10-18,1.0
ED100763,Female,50,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2011-03-31,,1.0
ED100764,Male,30,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2019-07-05,,1.0
ED100765,Female,60,No,No,Lead Teacher,Pilbara,Permanent Full-Time,Active,2024-04-02,,1.0
ED100766,Female,34,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2025-08-27,,1.0
ED100767,Female,67,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2018-12-05,,1.0
ED100768,Female,61,No,No,Teacher,North Metro,Permanent Full-Time,Active,2000-04-10,,1.0
ED100769,Female,34,No,No,Education Assistant,South West,Permanent Full-Time,Active,2020-03-14,,1.0
ED100770,Female,44,No,No,Teacher,South Metro,Casual,Active,2006-09-11,,0.2
ED100771,Female,53,No,No,Education Assistant,Kimberley,Permanent Full-Time,Terminated,1995-11-30,2004-05-27,1.0
ED100772,Female,53,No,No,Teacher,North Metro,Permanent Part-Time,Terminated,2021-07-17,2025-09-27,0.6
ED100773,Female,49,No,No,Teacher,Kimberley,Fixed Term,Terminated,2002-08-23,2015-03-24,1.0
ED100774,Female,59,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,1991-06-17,,1.0
ED100775,Female,42,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2016-09-12,2025-02-14,0.6
ED100776,Female,39,No,No,Teacher,South Metro,Fixed Term,Terminated,2016-09-02,2025-02-16,1.0
ED100777,Male,39,No,No,Deputy Principal,North Metro,Permanent Full-Time,Active,2020-09-21,,1.0
ED100778,Male,54,No,No,Deputy Principal,Wheatbelt,Casual,Active,2022-11-09,,0.2
ED100779,Female,48,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2006-06-27,,1.0
ED100780,Male,47,No,No,Deputy Principal,Goldfields,Permanent Full-Time,Active,2005-12-09,,1.0
ED100781,Female,53,No,No,Teacher,South Metro,Permanent Part-Time,Active,2002-10-28,,0.6
ED100782,Male,21,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-11-01,,1.0
ED100783,Female,47,No,No,Teacher,North Metro,Permanent Part-Time,Active,2025-02-04,,0.6
ED100784,Male,46,No,No,Teacher,North Metro,Fixed Term,Active,2004-11-02,,1.0
ED100785,Female,64,No,No,Aboriginal Education Officer,South West,Casual,Terminated,1993-01-06,2005-09-10,0.2
ED100786,Female,25,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2025-03-09,,1.0
ED100787,Female,62,No,No,Teacher,Mid West,Casual,Terminated,2006-10-24,2012-04-25,0.2
ED100788,Female,44,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2008-05-26,,1.0
ED100789,Female,49,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2013-01-31,,1.0
ED100790,Male,64,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-02-07,,1.0
ED100791,Female,50,No,No,Lead Teacher,Goldfields,Permanent Part-Time,Active,2002-02-12,,0.6
ED100792,Male,48,No,No,Teacher,Great Southern,Permanent Full-Time,Terminated,2000-10-25,2004-05-02,1.0
ED100793,Female,46,No,No,Lead Teacher,South West,Permanent Full-Time,Terminated,2018-06-28,2024-11-22,1.0
ED100794,Female,38,No,No,Teacher,South Metro,Permanent Full-Time,Active,2014-04-07,,1.0
ED100795,Female,43,No,No,Education Assistant,Mid West,Permanent Full-Time,Active,2014-12-15,,1.0
ED100796,Female,35,No,No,School Administrator,North Metro,Casual,Active,2024-05-22,,0.2
ED100797,Female,43,No,No,Lead Teacher,Great Southern,Permanent Full-Time,Active,2021-05-18,,1.0
ED100798,Male,21,No,No,Deputy Principal,Great Southern,Permanent Full-Time,Active,2025-12-31,,1.0
ED100799,Female,49,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2006-06-21,,0.6
ED100800,Female,42,No,No,Deputy Principal,North Metro,Permanent Full-Time,Active,2006-11-10,,1.0
ED100801,Male,39,No,No,Teacher,North Metro,Fixed Term,Active,2011-06-17,,1.0
ED100802,Female,46,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2020-08-29,,1.0
ED100803,Male,26,No,No,Lead Teacher,Mid West,Permanent Full-Time,Active,2021-09-07,,1.0
ED100804,Male,67,No,No,Teacher,South Metro,Permanent Full-Time,Active,2003-04-29,,1.0
ED100805,Female,42,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2023-03-25,,1.0
ED100806,Female,42,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2022-01-18,,0.6
ED100807,Female,32,No,No,School Administrator,Great Southern,Permanent Full-Time,Active,2019-10-02,,1.0
ED100808,Male,44,No,No,Teacher,South Metro,Fixed Term,Active,2012-10-23,,1.0
ED100809,Female,60,Yes,No,Teacher,South Metro,Permanent Full-Time,Terminated,1997-11-09,2006-08-30,1.0
ED100810,Female,56,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2005-03-07,,1.0
ED100811,Male,54,No,No,Education Assistant,Great Southern,Permanent Part-Time,Active,2009-08-13,,0.6
ED100812,Female,50,No,No,Teacher,Wheatbelt,Permanent Part-Time,Active,2002-12-16,,0.6
ED100813,Male,39,No,No,School Administrator,North Metro,Permanent Part-Time,Active,2011-02-10,,0.6
ED100814,Female,26,No,No,Education Assistant,North Metro,Permanent Part-Time,Active,2024-06-26,,0.6
ED100815,Female,41,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2022-12-07,2024-05-21,1.0
ED100816,Male,41,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2021-06-26,,0.6
ED100817,Female,56,No,No,Teacher,South Metro,Permanent Full-Time,Active,2006-01-04,,1.0
ED100818,Female,47,No,No,Teacher,South West,Permanent Full-Time,Active,2013-10-17,,1.0
ED100819,Female,63,No,No,Teacher,South Metro,Fixed Term,Terminated,2000-09-24,2019-06-01,1.0
ED100820,Female,58,No,No,Education Assistant,Wheatbelt,Permanent Full-Time,Active,2006-01-23,,1.0
ED100821,Female,38,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2014-05-25,2016-06-20,0.6
ED100822,Male,22,No,No,Teacher,Kimberley,Permanent Full-Time,Active,2026-04-21,,1.0
ED100823,Female,60,No,No,Teacher,Pilbara,Permanent Full-Time,Active,1997-03-03,,1.0
ED100824,Female,60,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,1992-09-07,2001-11-06,1.0
ED100825,Female,27,No,No,Aboriginal Education Officer,South Metro,Permanent Full-Time,Terminated,2022-04-04,2022-10-08,1.0
ED100826,Female,62,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-09-15,,1.0
ED100827,Male,48,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-09-11,,1.0
ED100828,Male,45,No,No,Education Assistant,South Metro,Fixed Term,Active,2015-08-06,,1.0
ED100829,Female,63,No,No,Teacher,South Metro,Permanent Full-Time,Terminated,2024-04-13,2025-09-24,1.0
ED100830,Female,60,No,No,Teacher,Great Southern,Permanent Full-Time,Terminated,1992-05-21,2015-11-05,1.0
ED100831,Female,51,No,No,Teacher,South Metro,Fixed Term,Active,2024-11-29,,1.0
ED100832,Female,49,No,No,Teacher,Mid West,Fixed Term,Active,2017-10-25,,1.0
ED100833,Female,51,No,No,Teacher,South Metro,Permanent Full-Time,Active,1998-12-22,,1.0
ED100834,Female,39,No,No,Teacher,Mid West,Fixed Term,Active,2026-04-02,,1.0
ED100835,Male,43,No,No,Teacher,South Metro,Permanent Full-Time,Active,2009-11-06,,1.0
ED100836,Female,33,No,Yes,Aboriginal Education Officer,South West,Permanent Full-Time,Active,2021-02-08,,1.0
ED100837,Male,40,No,No,Teacher,South Metro,Fixed Term,Active,2016-08-09,,1.0
ED100838,Female,39,No,No,Lead Teacher,South Metro,Fixed Term,Terminated,2011-06-13,2021-09-22,1.0
ED100839,Female,36,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2017-10-11,,1.0
ED100840,Male,45,No,No,Teacher,South Metro,Permanent Full-Time,Active,2025-08-03,,1.0
ED100841,Female,40,No,No,Principal,North Metro,Permanent Full-Time,Terminated,2007-08-12,2013-01-31,1.0
ED100842,Male,50,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-12-16,,1.0
ED100843,Female,24,No,Yes,School Administrator,North Metro,Permanent Part-Time,Active,2024-07-18,,0.6
ED100844,Female,42,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2013-01-08,,1.0
ED100845,Male,45,No,No,Teacher,North Metro,Permanent Full-Time,Active,2017-07-07,,1.0
ED100846,Female,40,No,No,Teacher,North Metro,Permanent Full-Time,Active,2020-01-25,,1.0
ED100847,Male,41,No,No,School Administrator,Pilbara,Fixed Term,Active,2014-11-08,,1.0
ED100848,Male,24,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-07-25,,1.0
ED100849,Female,48,No,No,Lead Teacher,South Metro,Permanent Part-Time,Active,2020-05-04,,0.6
ED100850,Female,51,No,No,Teacher,North Metro,Fixed Term,Active,2010-10-18,,1.0
ED100851,Female,49,No,No,Education Assistant,South West,Permanent Full-Time,Terminated,2017-01-09,2020-06-03,1.0
ED100852,Female,56,No,No,Teacher,Wheatbelt,Fixed Term,Terminated,2001-06-28,2021-05-17,1.0
ED100853,Male,46,No,No,Aboriginal Education Officer,Wheatbelt,Permanent Part-Time,Active,2002-02-24,,0.6
ED100854,Female,49,No,No,Teacher,South Metro,Permanent Full-Time,Active,1999-11-28,,1.0
ED100855,Female,45,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2024-05-01,,1.0
ED100856,Female,52,No,No,Teacher,North Metro,Permanent Part-Time,Active,2006-06-24,,0.6
ED100857,Female,25,No,Yes,Teacher,North Metro,Permanent Full-Time,Active,2022-10-12,,1.0
ED100858,Male,33,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2025-08-23,,1.0
ED100859,Female,63,No,No,Teacher,South Metro,Permanent Full-Time,Active,2013-08-10,,1.0
ED100860,Male,21,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2025-12-06,,0.6
ED100861,Female,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2014-11-20,,1.0
ED100862,Female,58,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2011-01-22,2023-08-20,1.0
ED100863,Female,42,No,No,Teacher,South Metro,Permanent Full-Time,Active,2005-10-14,,1.0
ED100864,Female,39,No,Yes,Teacher,Kimberley,Permanent Part-Time,Active,2022-07-11,,0.6
ED100865,Male,45,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2007-08-27,,1.0
ED100866,Female,39,No,No,Teacher,Pilbara,Permanent Full-Time,Active,2021-02-03,,1.0
ED100867,Male,44,No,No,Teacher,North Metro,Permanent Full-Time,Active,2021-07-05,,1.0
ED100868,Female,35,No,No,Education Assistant,Mid West,Permanent Full-Time,Active,2020-12-15,,1.0
ED100869,Female,57,No,No,School Administrator,South Metro,Permanent Full-Time,Active,2024-11-01,,1.0
ED100870,Female,61,No,No,Teacher,North Metro,Permanent Part-Time,Active,1998-12-24,,0.6
ED100871,Female,42,No,No,Teacher,North Metro,Permanent Part-Time,Active,2022-03-19,,0.6
ED100872,Female,27,No,Yes,Lead Teacher,South Metro,Permanent Part-Time,Active,2020-07-02,,0.6
ED100873,Female,37,No,No,Teacher,Wheatbelt,Permanent Full-Time,Active,2022-11-10,,1.0
ED100874,Male,41,No,No,Teacher,South Metro,Permanent Full-Time,Active,2018-01-04,,1.0
ED100875,Female,50,No,No,Teacher,North Metro,Casual,Active,2000-04-07,,0.2
ED100876,Female,31,No,No,Deputy Principal,Wheatbelt,Permanent Full-Time,Active,2019-06-24,,1.0
ED100877,Female,34,No,No,Principal,Goldfields,Permanent Part-Time,Active,2024-09-15,,0.6
ED100878,Female,50,No,No,Teacher,South Metro,Fixed Term,Active,2018-05-17,,1.0
ED100879,Male,55,No,No,Teacher,South Metro,Permanent Part-Time,Active,2024-09-06,,0.6
ED100880,Female,36,No,No,Teacher,North Metro,Permanent Full-Time,Active,2021-09-19,,1.0
ED100881,Female,28,Yes,No,Principal,South Metro,Permanent Full-Time,Active,2026-01-01,,1.0
ED100882,Female,67,No,Yes,Teacher,South Metro,Permanent Full-Time,Active,2014-01-25,,1.0
ED100883,Female,53,Yes,No,Teacher,Great Southern,Permanent Part-Time,Active,1996-09-25,,0.6
ED100884,Female,40,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2015-06-09,,0.6
ED100885,Female,54,No,No,Teacher,South Metro,Permanent Part-Time,Active,2012-05-27,,0.6
ED100886,Female,42,No,No,Principal,South Metro,Permanent Full-Time,Terminated,2021-07-26,2025-08-01,1.0
ED100887,Female,54,Yes,No,Teacher,South West,Fixed Term,Active,2012-11-26,,1.0
ED100888,Male,45,No,No,Teacher,Mid West,Permanent Part-Time,Active,2023-10-30,,0.6
ED100889,Female,45,No,No,Teacher,South Metro,Permanent Full-Time,Active,2024-12-17,,1.0
ED100890,Male,42,No,No,Deputy Principal,Kimberley,Permanent Full-Time,Active,2008-06-15,,1.0
ED100891,Female,26,No,No,Education Assistant,South Metro,Permanent Part-Time,Active,2024-10-29,,0.6
ED100892,Male,67,No,No,Education Assistant,South Metro,Permanent Full-Time,Terminated,2009-07-08,2013-07-31,1.0
ED100893,Female,32,No,No,Teacher,North Metro,Permanent Full-Time,Active,2025-03-02,,1.0
ED100894,Female,27,No,No,Principal,South Metro,Permanent Full-Time,Active,2024-02-09,,1.0
ED100895,Female,41,Yes,No,Teacher,North Metro,Permanent Part-Time,Active,2017-01-15,,0.6
ED100896,Female,32,No,No,Teacher,South West,Permanent Full-Time,Terminated,2020-10-18,2024-01-25,1.0
ED100897,Female,43,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2023-05-08,,1.0
ED100898,Female,52,No,No,Teacher,South West,Fixed Term,Active,2000-04-13,,1.0
ED100899,Female,55,No,No,Teacher,South Metro,Permanent Part-Time,Terminated,2011-06-11,2017-07-22,0.6
ED100900,Female,53,No,No,Teacher,South Metro,Permanent Part-Time,Active,2016-09-07,,0.6
ED100901,Female,40,No,Yes,Teacher,South Metro,Permanent Full-Time,Active,2009-10-07,,1.0
ED100902,Male,44,No,No,Teacher,North Metro,Permanent Full-Time,Active,2012-04-14,,1.0
ED100903,Female,48,No,No,Lead Teacher,South Metro,Permanent Part-Time,Active,2007-06-04,,0.6
ED100904,Female,22,No,No,Teacher,North Metro,Casual,Active,2025-08-20,,0.2
ED100905,Female,50,No,Yes,Aboriginal Education Officer,South Metro,Permanent Full-Time,Active,2001-08-17,,1.0
ED100906,Female,26,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2022-11-21,,1.0
ED100907,Female,67,No,No,Teacher,Mid West,Permanent Full-Time,Active,2009-10-12,,1.0
ED100908,Male,39,No,No,Teacher,North Metro,Permanent Part-Time,Active,2020-05-26,,0.6
ED100909,Female,41,No,No,Teacher,North Metro,Permanent Full-Time,Terminated,2016-04-01,2023-08-16,1.0
ED100910,Female,34,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2020-01-20,,1.0
ED100911,Female,36,No,No,Teacher,South West,Permanent Full-Time,Active,2023-02-05,,1.0
ED100912,Female,67,No,No,Lead Teacher,Kimberley,Permanent Full-Time,Active,2016-09-17,,1.0
ED100913,Male,55,No,No,Teacher,South Metro,Permanent Full-Time,Active,1995-05-06,,1.0
ED100914,Male,25,No,No,Lead Teacher,South Metro,Casual,Terminated,2024-08-24,2025-05-29,0.2
ED100915,Female,62,No,No,Teacher,North Metro,Permanent Part-Time,Active,1993-10-01,,0.6
ED100916,Female,58,No,Yes,Teacher,Great Southern,Permanent Full-Time,Active,2024-03-02,,1.0
ED100917,Female,40,No,No,School Administrator,Goldfields,Permanent Full-Time,Active,2019-04-28,,1.0
ED100918,Female,47,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2005-12-25,,1.0
ED100919,Female,43,No,No,Teacher,South Metro,Permanent Part-Time,Active,2017-06-30,,0.6
ED100920,Female,67,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2010-06-19,,1.0
ED100921,Female,34,No,No,Teacher,Great Southern,Casual,Terminated,2015-01-15,2023-06-21,0.2
ED100922,Female,45,No,No,Aboriginal Education Officer,North Metro,Permanent Part-Time,Active,2007-11-14,,0.6
ED100923,Female,38,No,No,Education Assistant,South Metro,Permanent Full-Time,Active,2015-02-03,,1.0
ED100924,Male,26,No,No,Teacher,North Metro,Fixed Term,Active,2022-11-17,,1.0
ED100925,Female,67,No,No,Teacher,Kimberley,Permanent Part-Time,Active,2024-03-24,,0.6
ED100926,Male,29,No,No,Teacher,Mid West,Permanent Full-Time,Terminated,2024-05-21,2026-03-25,1.0
ED100927,Female,46,No,No,Teacher,Goldfields,Permanent Full-Time,Active,2012-01-18,,1.0
ED100928,Female,23,No,No,Lead Teacher,South Metro,Permanent Full-Time,Active,2024-07-09,,1.0
ED100929,Male,39,No,No,Teacher,South West,Permanent Full-Time,Active,2021-06-08,,1.0
ED100930,Male,49,No,No,Teacher,North Metro,Permanent Full-Time,Active,2024-09-14,,1.0
ED100931,Female,34,No,No,Education Assistant,North Metro,Permanent Full-Time,Active,2015-11-16,,1.0
ED100932,Female,51,No,No,School Administrator,North Metro,Permanent Full-Time,Active,2005-12-06,,1.0
ED100933,Male,40,No,No,Teacher,Great Southern,Permanent Full-Time,Active,2020-03-07,,1.0
ED100934,Female,57,No,No,Teacher,South Metro,Fixed Term,Active,1994-05-03,,1.0
ED100935,Female,60,No,No,Teacher,Pilbara,Permanent Part-Time,Active,2025-08-23,,0.6
ED100936,Male,36,No,No,Teacher,Goldfields,Permanent Part-Time,Active,2016-04-05,,0.6
ED100937,Female,44,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2018-10-07,,1.0
ED100938,Female,46,No,No,Teacher,North Metro,Permanent Part-Time,Active,2005-02-16,,0.6
ED100939,Female,51,Yes,No,Lead Teacher,North Metro,Casual,Active,1999-04-07,,0.2
ED100940,Female,44,No,No,Teacher,South Metro,Permanent Full-Time,Active,2016-11-28,,1.0
ED100941,Female,46,No,No,Lead Teacher,North Metro,Permanent Part-Time,Active,2004-12-29,,0.6
ED100942,Female,41,No,No,Principal,North Metro,Permanent Full-Time,Terminated,2020-08-10,2025-02-24,1.0
ED100943,Female,45,No,Yes,Education Assistant,Wheatbelt,Fixed Term,Active,2011-09-04,,1.0
ED100944,Female,59,No,No,Teacher,Great Southern,Fixed Term,Active,1993-12-16,,1.0
ED100945,Female,51,No,No,Teacher,North Metro,Fixed Term,Active,2009-09-28,,1.0
ED100946,Female,52,No,Yes,Teacher,North Metro,Permanent Full-Time,Active,2002-10-13,,1.0
ED100947,Male,52,No,No,Aboriginal Education Officer,North Metro,Permanent Full-Time,Active,2025-12-12,,1.0
ED100948,Female,42,No,No,Education Assistant,Goldfields,Permanent Full-Time,Active,2006-12-12,,1.0
ED100949,Non-binary,47,No,No,Lead Teacher,Wheatbelt,Permanent Full-Time,Active,2008-04-18,,1.0
ED100950,Female,30,No,No,Lead Teacher,North Metro,Permanent Full-Time,Active,2019-06-01,,1.0
ED100951,Male,59,No,No,Principal,North Metro,Permanent Full-Time,Active,2024-02-09,,1.0
ED100952,Female,21,No,No,Teacher,Mid West,Permanent Part-Time,Active,2026-02-09,,0.6
